state+city+zip+pop+loc
OH+PIEDMONT+43983+420+[-81.214494, 40.150716]
OH+JEWETT+43986+1998+[-81.000379, 40.37446]
OH+SCIO+43988+2640+[-81.101577, 40.40116]
OH+SOUTH AMHERST+44001+18839+[-82.228165, 41.390506]
OH+ANDOVER+44003+3491+[-80.575374, 41.622488]
OH+ASHTABULA+44004+37480+[-80.794681, 41.867877]
OH+AUSTINBURG+44010+1902+[-80.858422, 41.75536]
OH+AVON+44011+7332+[-82.020359, 41.446713]
OH+AVON LAKE+44012+15061+[-82.011094, 41.501904]
OH+BEREA+44017+18561+[-81.861756, 41.367557]
OH+BURTON+44021+6677+[-81.15262, 41.452702]
OH+CHAGRIN FALLS+44022+29184+[-81.361437, 41.418577]
OH+CHARDON+44024+20339+[-81.205629, 41.571862]
OH+CHESTERLAND+44026+12510+[-81.342102, 41.534378]
OH+COLUMBIA STATION+44028+8436+[-81.934398, 41.318708]
OH+CONNEAUT+44030+16612+[-80.580257, 41.934479]
OH+DORSET+44032+1536+[-80.668334, 41.658972]
OH+ELYRIA+44035+66674+[-82.105088, 41.372353]
OH+NORTH RIDGEVILLE+44039+21574+[-82.003323, 41.396432]
OH+GATES MILLS+44040+2879+[-81.415021, 41.532368]
OH+GENEVA+44041+14694+[-80.947363, 41.802864]
OH+GRAFTON+44044+12127+[-82.043098, 41.28537]
OH+HUNTSBURG+44046+1804+[-81.057183, 41.530559]
OH+JEFFERSON+44047+8242+[-80.756166, 41.733513]
OH+KINGSVILLE+44048+2192+[-80.660092, 41.872311]
OH+LAGRANGE+44050+5092+[-82.127918, 41.242278]
OH+LORAIN+44052+35989+[-82.171039, 41.457796]
OH+LORAIN+44053+16141+[-82.203833, 41.432002]
OH+SHEFFIELD LAKE+44054+11685+[-82.096497, 41.482276]
OH+LORAIN+44055+22919+[-82.134992, 41.436131]
OH+MACEDONIA+44056+7470+[-81.499578, 41.322236]
OH+MADISON+44057+18357+[-81.058819, 41.805367]
OH+MENTOR+44060+60109+[-81.342133, 41.689468]
OH+MIDDLEFIELD+44062+11700+[-81.037338, 41.445547]
OH+MONTVILLE+44064+1867+[-81.057036, 41.603446]
OH+NEWBURY+44065+2907+[-81.23452, 41.475022]
OH+NORTHFIELD+44067+14014+[-81.542943, 41.320821]
OH+NORTH OLMSTED+44070+34123+[-81.913056, 41.420129]
OH+NOVELTY+44072+4736+[-81.334228, 41.476288]
OH+OBERLIN+44074+11631+[-82.222863, 41.28987]
OH+EAST ORWELL+44076+3814+[-80.839671, 41.533456]
OH+FAIRPORT HARBOR+44077+43783+[-81.243665, 41.714014]
OH+PERRY+44081+5571+[-81.143312, 41.767916]
OH+PIERPONT+44082+1460+[-80.574114, 41.767661]
OH+ROAMING SHORES+44084+2979+[-80.885134, 41.6651]
OH+ROAMING SHORES+44085+1810+[-80.832075, 41.602629]
OH+THOMPSON+44086+2668+[-81.057318, 41.676189]
OH+TWINSBURG+44087+11274+[-81.455912, 41.328851]
OH+VERMILION+44089+15058+[-82.355417, 41.409989]
OH+WELLINGTON+44090+9870+[-82.226915, 41.171178]
OH+WICKLIFFE+44092+18334+[-81.469175, 41.604565]
OH+WILLIAMSFIELD+44093+1817+[-80.596378, 41.538296]
OH+WILLOUGHBY+44094+30153+[-81.407619, 41.630229]
OH+WILLOWICK+44095+37473+[-81.447887, 41.649822]
OH+WINDSOR+44099+2085+[-80.966745, 41.56233]
OH+CLEVELAND+44102+53416+[-81.739791, 41.473508]
OH+CLEVELAND+44103+28288+[-81.640475, 41.515726]
OH+CLEVELAND+44104+34766+[-81.624502, 41.480924]
OH+CLEVELAND+44105+56341+[-81.619002, 41.450912]
OH+CLEVELAND+44106+35787+[-81.60757, 41.508359]
OH+EDGEWATER+44107+59702+[-81.797143, 41.482654]
OH+CLEVELAND+44108+40401+[-81.608974, 41.53492]
OH+CLEVELAND+44109+47515+[-81.703315, 41.445768]
OH+CLEVELAND+44110+26613+[-81.573276, 41.563557]
OH+CLEVELAND+44111+43366+[-81.78435, 41.457066]
OH+EAST CLEVELAND+44112+41340+[-81.576262, 41.535517]
OH+CLEVELAND+44113+20211+[-81.701848, 41.481648]
OH+CLEVELAND+44114+4673+[-81.67425, 41.506351]
OH+CLEVELAND+44115+7035+[-81.667009, 41.494574]
OH+ROCKY RIVER+44116+20410+[-81.851246, 41.469401]
OH+EUCLID+44117+12371+[-81.525686, 41.569615]
OH+CLEVELAND HEIGHT+44118+45619+[-81.553945, 41.501213]
OH+CLEVELAND+44119+13654+[-81.546759, 41.588238]
OH+CLEVELAND+44120+49357+[-81.583911, 41.471433]
OH+SOUTH EUCLID+44121+37107+[-81.533758, 41.526019]
OH+BEACHWOOD+44122+35115+[-81.523172, 41.470109]
OH+SHORE+44123+18724+[-81.524325, 41.604416]
OH+LYNDHURST MAYFIE+44124+41699+[-81.46801, 41.514349]
OH+GARFIELD HEIGHTS+44125+31020+[-81.605385, 41.415792]
OH+FAIRVIEW PARK+44126+18145+[-81.856381, 41.4433]
OH+CLEVELAND+44127+9046+[-81.648999, 41.470125]
OH+CLEVELAND+44128+35258+[-81.548574, 41.441565]
OH+PARMA+44129+30370+[-81.734604, 41.396474]
OH+MIDPARK+44130+52198+[-81.774858, 41.377178]
OH+INDEPENDENCE+44131+20594+[-81.66421, 41.380905]
OH+NOBLE+44132+16398+[-81.499056, 41.608516]
OH+NORTH ROYALTON+44133+23197+[-81.745657, 41.323164]
OH+PARMA+44134+41397+[-81.705726, 41.390764]
OH+CLEVELAND+44135+31032+[-81.804433, 41.434177]
OH+STRONGSVILLE+44136+35308+[-81.828457, 41.313218]
OH+MAPLE HEIGHTS+44137+26945+[-81.560339, 41.410513]
OH+OLMSTED FALLS+44138+15722+[-81.915769, 41.373351]
OH+SOLON+44139+18830+[-81.442082, 41.386597]
OH+BAY VILLAGE+44140+17000+[-81.928868, 41.484137]
OH+BRECKSVILLE+44141+12172+[-81.626083, 41.316554]
OH+BROOKPARK+44142+22865+[-81.811811, 41.397944]
OH+RICHMOND HEIGHTS+44143+21114+[-81.484715, 41.552195]
OH+BROOKLYN+44144+22288+[-81.735222, 41.434419]
OH+WESTLAKE+44145+27099+[-81.921771, 41.453459]
OH+BEDFORD+44146+33014+[-81.52315, 41.392067]
OH+BROADVIEW HEIGHT+44147+11951+[-81.680879, 41.32907]
OH+ATWATER+44201+7081+[-81.198456, 41.033487]
OH+REMINDERVILLE+44202+11547+[-81.360424, 41.320935]
OH+NORTON+44203+42160+[-81.615314, 41.018589]
OH+BRUNSWICK+44212+32435+[-81.827968, 41.247053]
OH+BURBANK+44214+1298+[-81.995753, 40.963725]
OH+CHIPPEWA LAKE+44215+2714+[-81.909173, 41.06719]
OH+CLINTON+44216+8830+[-81.587079, 40.939062]
OH+CRESTON+44217+6602+[-81.921083, 40.978846]
OH+CUYAHOGA FALLS+44221+32009+[-81.478961, 41.140082]
OH+CUYAHOGA FALLS+44223+14757+[-81.510719, 41.146448]
OH+STOW+44224+31912+[-81.438017, 41.174808]
OH+DOYLESTOWN+44230+7451+[-81.684845, 40.965042]
OH+GARRETTSVILLE+44231+7352+[-81.070365, 41.298803]
OH+HINCKLEY+44233+5845+[-81.74527, 41.241872]
OH+HIRAM+44234+3775+[-81.14644, 41.332253]
OH+HOMERVILLE+44235+1196+[-82.124957, 41.02669]
OH+HUDSON+44236+18695+[-81.436659, 41.245836]
OH+KENT+44240+43071+[-81.34976, 41.14492]
OH+STREETSBORO+44241+10735+[-81.338298, 41.249099]
OH+LITCHFIELD+44253+2506+[-82.015674, 41.166847]
OH+LODI+44254+4776+[-82.014661, 41.032713]
OH+MANTUA+44255+7324+[-81.228259, 41.294141]
OH+MEDINA+44256+35686+[-81.858351, 41.140415]
OH+MOGADORE+44260+12947+[-81.358963, 41.038196]
OH+MUNROE FALLS+44262+5375+[-81.437565, 41.14202]
OH+PENINSULA+44264+1886+[-81.540013, 41.225579]
OH+RAVENNA+44266+31700+[-81.233656, 41.164886]
OH+RITTMAN+44270+8270+[-81.782599, 40.968381]
OH+ROOTSTOWN+44272+3556+[-81.202642, 41.099534]
OH+SEVILLE+44273+3611+[-81.856199, 41.022731]
OH+SPENCER+44275+2595+[-82.099907, 41.098287]
OH+STERLING+44276+1838+[-81.851914, 40.953263]
OH+TALLMADGE+44278+15402+[-81.425966, 41.097492]
OH+VALLEY CITY+44280+3711+[-81.924467, 41.236806]
OH+WADSWORTH+44281+24707+[-81.737373, 41.038375]
OH+RICHFIELD+44286+4724+[-81.646668, 41.23712]
OH+WEST SALEM+44287+5351+[-82.106638, 40.948514]
OH+WINDHAM+44288+4561+[-81.053451, 41.239244]
OH+AKRON+44301+18356+[-81.520048, 41.044852]
OH+AKRON+44302+6835+[-81.542015, 41.091988]
OH+AKRON+44303+8658+[-81.538609, 41.102508]
OH+AKRON+44304+9521+[-81.508526, 41.080808]
OH+AKRON+44305+25788+[-81.464409, 41.076029]
OH+AKRON+44306+25758+[-81.491554, 41.04791]
OH+AKRON+44307+9945+[-81.548786, 41.069465]
OH+AKRON+44308+1113+[-81.519363, 41.079576]
OH+AKRON+44310+25482+[-81.500586, 41.107547]
OH+AKRON+44311+9040+[-81.520005, 41.063784]
OH+AKRON+44312+32097+[-81.438528, 41.033442]
OH+AKRON+44313+23501+[-81.568487, 41.121995]
OH+AKRON+44314+21289+[-81.559825, 41.040774]
OH+AKRON+44319+21902+[-81.53468, 40.97912]
OH+AKRON+44320+25910+[-81.56744, 41.083496]
OH+COPLEY+44321+8756+[-81.648045, 41.103139]
OH+FAIRLAWN+44333+15383+[-81.62385, 41.146734]
OH+BERLIN CENTER+44401+2771+[-80.934104, 41.024319]
OH+BRISTOLVILLE+44402+3220+[-80.856839, 41.379749]
OH+BROOKFIELD+44403+5819+[-80.578767, 41.247957]
OH+BURGHILL+44404+802+[-80.54406, 41.334688]
OH+CAMPBELL+44405+10027+[-80.589721, 41.077829]
OH+CANFIELD+44406+16683+[-80.756436, 41.029328]
OH+COLUMBIANA+44408+9868+[-80.697473, 40.885279]
OH+CORTLAND+44410+15687+[-80.732745, 41.325125]
OH+DEERFIELD+44411+2323+[-81.052827, 41.03586]
OH+DIAMOND+44412+1854+[-81.0425, 41.093473]
OH+EAST PALESTINE+44413+7493+[-80.546513, 40.840554]
OH+FARMDALE+44417+1781+[-80.662818, 41.392301]
OH+FOWLER+44418+1692+[-80.605894, 41.334851]
OH+GIRARD+44420+16480+[-80.693305, 41.161136]
OH+HANOVERTON+44423+2461+[-80.914445, 40.773116]
OH+HUBBARD+44425+15616+[-80.576192, 41.162401]
OH+KENSINGTON+44427+1463+[-80.938079, 40.71418]
OH+KINSMAN+44428+3397+[-80.576506, 41.435442]
OH+LAKE MILTON+44429+3984+[-80.97235, 41.101354]
OH+LEAVITTSBURG+44430+4368+[-80.886922, 41.244498]
OH+LEETONIA+44431+4281+[-80.758453, 40.863077]
OH+LISBON+44432+11236+[-80.758674, 40.759154]
OH+LOWELLVILLE+44436+3882+[-80.541551, 41.050256]
OH+MC DONALD+44437+4868+[-80.731169, 41.158026]
OH+MASURY+44438+5864+[-80.532565, 41.22552]
OH+MINERAL RIDGE+44440+921+[-80.755293, 41.131843]
OH+NEGLEY+44441+2222+[-80.564497, 40.774601]
OH+NEW MIDDLETOWN+44442+3396+[-80.553415, 40.964607]
OH+NEW SPRINGFIELD+44443+2547+[-80.585585, 40.926517]
OH+NEWTON FALLS+44444+11623+[-80.970135, 41.191047]
OH+NEW WATERFORD+44445+3141+[-80.620855, 40.848940999999996]
OH+NILES+44446+27450+[-80.755775, 41.182414]
OH+NORTH BENTON+44449+892+[-81.016168, 40.987579]
OH+NORTH BLOOMFIELD+44450+3393+[-80.806835, 41.456887]
OH+NORTH JACKSON+44451+2448+[-80.86225, 41.088044]
OH+NORTH LIMA+44452+2657+[-80.654911, 40.964866]
OH+PETERSBURG+44454+650+[-80.540031, 40.904861]
OH+ROGERS+44455+1418+[-80.620237, 40.778943]
OH+SALEM+44460+26756+[-80.861883, 40.900024]
OH+SOUTHINGTON+44470+3019+[-80.948474, 41.298312]
OH+STRUTHERS+44471+12318+[-80.598487, 41.050847]
OH+VIENNA+44473+5638+[-80.654998, 41.217478]
OH+WARREN+44481+5407+[-80.871806, 41.172426]
OH+WARREN+44483+30257+[-80.816448, 41.263878]
OH+WARREN+44484+25898+[-80.764243, 41.231819]
OH+WARREN+44485+24847+[-80.844136, 41.240511]
OH+WASHINGTONVILLE+44490+482+[-80.763137, 40.897331]
OH+WEST FARMINGTON+44491+768+[-80.967245, 41.350849]
OH+YOUNGSTOWN+44502+13671+[-80.640905, 41.077366]
OH+YOUNGSTOWN+44503+1315+[-80.650007, 41.102016]
OH+YOUNGSTOWN+44504+5845+[-80.653887, 41.123686]
OH+YOUNGSTOWN+44505+25106+[-80.627748, 41.125748]
OH+YOUNGSTOWN+44506+5619+[-80.625916, 41.096045]
OH+YOUNGSTOWN+44507+10501+[-80.655336, 41.073236]
OH+YOUNGSTOWN+44509+14399+[-80.694463, 41.10498]
OH+YOUNGSTOWN+44510+4513+[-80.667204, 41.119714]
OH+YOUNGSTOWN+44511+27278+[-80.693098, 41.070402]
OH+BOARDMAN+44512+35628+[-80.666629, 41.031985]
OH+POLAND+44514+21694+[-80.610254, 41.023258]
OH+AUSTINTOWN+44515+27130+[-80.743966, 41.093903]
OH+ALLIANCE+44601+35230+[-81.118193, 40.915842]
OH+APPLE CREEK+44606+7286+[-81.809256, 40.755118]
OH+BEACH CITY+44608+2321+[-81.585129, 40.656199]
OH+BELOIT+44609+3205+[-80.989669, 40.895678]
OH+BIG PRAIRIE+44611+1956+[-82.072048, 40.618777]
OH+BOLIVAR+44612+4225+[-81.446356, 40.634692]
OH+BREWSTER+44613+2129+[-81.598752, 40.714387]
OH+CANAL FULTON+44614+10310+[-81.577269, 40.88871]
OH+CARROLLTON+44615+10052+[-81.081789, 40.578663]
OH+DALTON+44618+6069+[-81.70078, 40.779326]
OH+DELLROY+44620+1844+[-81.19856, 40.586143]
OH+DENNISON+44621+4573+[-81.320301, 40.408885]
OH+DOVER+44622+17042+[-81.476321, 40.534338]
OH+DUNDEE+44624+3871+[-81.676519, 40.639441]
OH+EAST ROCHESTER+44625+1531+[-81.01749, 40.756288]
OH+EAST SPARTA+44626+2908+[-81.368728, 40.697065]
OH+FREDERICKSBURG+44627+3336+[-81.851812, 40.685953]
OH+GLENMONT+44628+1908+[-82.150538, 40.521682]
OH+GNADENHUTTEN+44629+5892+[-81.405858, 40.372123]
OH+HARTVILLE+44632+8318+[-81.323873, 40.961798]
OH+HOLMESVILLE+44633+2145+[-81.927476, 40.633042]
OH+HOMEWORTH+44634+3400+[-81.065473, 40.859192]
OH+KILLBUCK+44637+1868+[-81.983721, 40.4933]
OH+LAKEVILLE+44638+1516+[-82.145477, 40.651965]
OH+LOUISVILLE+44641+18994+[-81.259464, 40.847729]
OH+MAGNOLIA+44643+2166+[-81.307607, 40.651414]
OH+MALVERN+44644+4761+[-81.18378, 40.684532]
OH+MARSHALLVILLE+44645+1838+[-81.722527, 40.906677]
OH+MASSILLON+44646+45092+[-81.497263, 40.811605]
OH+MASSILLON+44647+17715+[-81.553252, 40.795918]
OH+MECHANICSTOWN+44651+709+[-80.956025, 40.626279]
OH+MILLERSBURG+44654+20350+[-81.832383, 40.556683]
OH+ZOARVILLE+44656+2969+[-81.354561, 40.625686]
OH+MINERVA+44657+10547+[-81.103076, 40.742049]
OH+NAVARRE+44662+10006+[-81.533824, 40.720405]
OH+NEW PHILADELPHIA+44663+24640+[-81.435827, 40.484539]
OH+NORTH LAWRENCE+44666+2528+[-81.629946, 40.838652]
OH+ORRVILLE+44667+11983+[-81.774109, 40.845836]
OH+PARIS+44669+1338+[-81.15399, 40.801413]
OH+SEBRING+44672+6276+[-81.023191, 40.922694]
OH+SHERRODSVILLE+44675+1330+[-81.233945, 40.518418]
OH+SHREVE+44676+4312+[-82.032451, 40.692584]
OH+SMITHVILLE+44677+2695+[-81.863328, 40.859228]
OH+STRASBURG+44680+3201+[-81.536646, 40.60028]
OH+SUGARCREEK+44681+4772+[-81.660356, 40.514785]
OH+UHRICHSVILLE+44683+6925+[-81.337365, 40.390502]
OH+UNIONTOWN+44685+21009+[-81.421108, 40.963694]
OH+WAYNESBURG+44688+3149+[-81.265891, 40.682881]
OH+WILMOT+44689+286+[-81.635247, 40.656723]
OH+WOOSTER+44691+35504+[-81.948272, 40.809354]
OH+BOWERSTON+44695+1484+[-81.18624, 40.437056]
OH+TIPPECANOE+44699+1184+[-81.291937, 40.279748]
OH+CANTON+44702+1208+[-81.373946, 40.80267]
OH+CANTON+44703+11520+[-81.381439, 40.809791]
OH+CANTON+44704+5408+[-81.353701, 40.799076]
OH+CANTON+44705+21271+[-81.339903, 40.825866]
OH+CANTON+44706+19443+[-81.411903, 40.767959]
OH+NORTH INDUSTRY+44707+11010+[-81.360407, 40.776885]
OH+CANTON+44708+25891+[-81.424116, 40.81196]
OH+NORTH CANTON+44709+19371+[-81.385947, 40.837227]
OH+CANTON+44710+9928+[-81.416946, 40.791107]
OH+CANTON+44714+8988+[-81.360963, 40.827174]
OH+JACKSON BELDEN+44718+10407+[-81.448514, 40.85479]
OH+NORTH CANTON+44720+33193+[-81.413464, 40.889919]
OH+CANTON+44721+10254+[-81.33279, 40.883446]
OH+EAST CANTON+44730+6154+[-81.278295, 40.784983]
OH+ALVADA+44802+1955+[-83.376982, 41.046284]
OH+ARCADIA+44804+1142+[-83.50195, 41.111562]
OH+ASHLAND+44805+27072+[-82.318931, 40.855892]
OH+CARROTHERS+44807+2792+[-82.889721, 41.077755]
OH+BELLEVUE+44811+14361+[-82.85765, 41.268432]
OH+BELLVILLE+44813+6432+[-82.517516, 40.613604]
OH+BERLIN HEIGHTS+44814+2485+[-82.477713, 41.320519]
OH+BLOOMDALE+44817+1331+[-83.572356, 41.181489]
OH+BLOOMVILLE+44818+2572+[-82.989874, 41.018206]
OH+BUCYRUS+44820+19018+[-82.969829, 40.810306]
OH+BUTLER+44822+3870+[-82.398984, 40.543754]
OH+CASTALIA+44824+4027+[-82.799426, 41.387229]
OH+CHATFIELD+44825+514+[-83.021432, 40.956637]
OH+COLLINS+44826+1934+[-82.490402, 41.245023]
OH+CRESTLINE+44827+6723+[-82.736723, 40.792714]
OH+FOSTORIA+44830+20686+[-83.413938, 41.162346]
OH+GALION+44833+19069+[-82.793943, 40.730316]
OH+GREEN SPRINGS+44836+3752+[-83.088549, 41.228111]
OH+GREENWICH+44837+3054+[-82.51334, 41.04068]
OH+SHINROCK+44839+10386+[-82.555491, 41.390662]
OH+JEROMESVILLE+44840+4052+[-82.186134, 40.813366]
OH+KANSAS+44841+893+[-83.329829, 41.212543]
OH+LOUDONVILLE+44842+4767+[-82.23559, 40.636059]
OH+LUCAS+44843+2127+[-82.408671, 40.70389]
OH+MC CUTCHENVILLE+44844+515+[-83.263669, 40.975225]
OH+MELMORE+44845+1611+[-83.143238, 41.038954]
OH+MILAN+44846+3568+[-82.612565, 41.311065]
OH+MONROEVILLE+44847+2721+[-82.70233, 41.218074]
OH+NEVADA+44849+2464+[-83.126567, 40.825946]
OH+NEW LONDON+44851+4243+[-82.396588, 41.090575]
OH+NEW RIEGEL+44853+1483+[-83.241807, 41.036058]
OH+NEW WASHINGTON+44854+1679+[-82.850359, 40.957076]
OH+NORTH FAIRFIELD+44855+1229+[-82.599801, 41.102987]
OH+NORWALK+44857+21687+[-82.60785, 41.240314]
OH+NOVA+44859+1565+[-82.338439, 41.028215]
OH+PERRYSVILLE+44864+2818+[-82.321307, 40.660626]
OH+PLYMOUTH+44865+4122+[-82.663492, 41.00031]
OH+POLK+44866+2293+[-82.212587, 40.934293]
OH+REPUBLIC+44867+1735+[-83.019407, 41.125876]
OH+SANDUSKY+44870+44129+[-82.70633, 41.434878]
OH+SAVANNAH+44874+2983+[-82.344272, 40.945382]
OH+SHELBY+44875+14736+[-82.654949, 40.878432]
OH+SHILOH+44878+4297+[-82.522155, 40.934015]
OH+SULLIVAN+44880+1772+[-82.217217, 41.036818]
OH+SYCAMORE+44882+2610+[-83.149176, 40.941299]
OH+TIFFIN+44883+28310+[-83.184356, 41.123822]
OH+TIRO+44887+1471+[-82.797032, 40.880992]
OH+WAKEMAN+44889+6464+[-82.378168, 41.263748]
OH+WILLARD+44890+11156+[-82.728805, 41.062787]
OH+MANSFIELD+44902+8504+[-82.512269, 40.755937]
OH+MANSFIELD+44903+26575+[-82.52538, 40.762258]
OH+LEXINGTON+44904+12466+[-82.590605, 40.682568]
OH+LINCOLN+44905+16221+[-82.474609, 40.777173]
OH+MANSFIELD+44906+16809+[-82.559295, 40.762679]
OH+MANSFIELD+44907+14891+[-82.519833, 40.734483]
OH+ADDYSTON+45001+1198+[-84.709602, 39.137364]
OH+CLEVES+45002+10249+[-84.733969, 39.193707]
OH+COLLEGE CORNER+45003+708+[-84.804951, 39.575453]
OH+CARLISLE+45005+29720+[-84.305881, 39.547839]
OH+HAMILTON+45011+41229+[-84.522117, 39.405906]
OH+ROSSVILLE+45013+48553+[-84.606655, 39.40619]
OH+FAIRFIELD+45014+41880+[-84.547881, 39.326602]
OH+LINDENWALD+45015+13310+[-84.551187, 39.367152]
OH+HARRISON+45030+15218+[-84.78368, 39.259208]
OH+OTTERBIEN HOME+45036+24354+[-84.218754, 39.442047]
OH+MAINEVILLE+45039+12215+[-84.252567, 39.313878]
OH+MASON+45040+18803+[-84.314935, 39.335741]
OH+MIDDLETOWN+45042+27251+[-84.389601, 39.532121]
OH+EXCELLO+45044+38868+[-84.383461, 39.485259]
OH+MONROE+45050+4352+[-84.365196, 39.441285]
OH+NORTH BEND+45052+4013+[-84.727261, 39.153605]
OH+OKEANA+45053+2894+[-84.776149, 39.353732]
OH+OREGONIA+45054+1405+[-84.051136, 39.414479]
OH+MIAMI UNIVERSITY+45056+26075+[-84.738518, 39.503838]
OH+SOMERVILLE+45064+902+[-84.621911, 39.555366]
OH+SOUTH LEBANON+45065+2774+[-84.210783, 39.371451]
OH+SPRINGBORO+45066+9106+[-84.228774, 39.562975]
OH+TRENTON+45067+7072+[-84.459769, 39.479937]
OH+WAYNESVILLE+45068+6880+[-84.081518, 39.528489]
OH+WEST CHESTER+45069+32613+[-84.399786, 39.340243]
OH+ABERDEEN+45101+2176+[-83.763723, 38.670864]
OH+AMELIA+45102+15931+[-84.211174, 39.021138]
OH+BATAVIA+45103+14416+[-84.145125, 39.095661]
OH+BETHEL+45106+10408+[-84.09195, 38.94236]
OH+BLANCHESTER+45107+6158+[-83.973977, 39.303442]
OH+CAMP DENNISON+45111+482+[-84.289659, 39.196212]
OH+CLARKSVILLE+45113+1434+[-83.959407, 39.404233]
OH+FAYETTEVILLE+45118+3177+[-83.950087, 39.186214]
OH+FELICITY+45120+2662+[-84.098581, 38.826248]
OH+GEORGETOWN+45121+7474+[-83.909153, 38.871708]
OH+GOSHEN+45122+11742+[-84.118764, 39.220931]
OH+GREENFIELD+45123+8106+[-83.389805, 39.347763]
OH+HAMERSVILLE+45130+3415+[-83.993062, 38.919962]
OH+HILLSBORO+45133+19825+[-83.606406, 39.167877]
OH+LEESBURG+45135+3684+[-83.548146, 39.345767]
OH+LOVELAND+45140+29488+[-84.258802, 39.244484]
OH+LYNCHBURG+45142+4539+[-83.802124, 39.211931]
OH+MANCHESTER+45144+4303+[-83.618064, 38.698167]
OH+MARTINSVILLE+45146+1413+[-83.800545, 39.312705]
OH+MIDLAND+45148+1488+[-83.893131, 39.29169]
OH+DAY HEIGHTS+45150+24709+[-84.243814, 39.179987]
OH+MORROW+45152+5498+[-84.118085, 39.347619]
OH+MOSCOW+45153+1957+[-84.195824, 38.858255]
OH+MOUNT ORAB+45154+8247+[-83.948027, 39.045368]
OH+NEW RICHMOND+45157+8660+[-84.237903, 38.953663]
OH+NEW VIENNA+45159+2213+[-83.688171, 39.332058]
OH+PLEASANT PLAIN+45162+2911+[-84.096736, 39.288382]
OH+RIPLEY+45167+3742+[-83.822677, 38.755095]
OH+RUSSELLVILLE+45168+1600+[-83.762459, 38.851128]
OH+SABINA+45169+4866+[-83.650252, 39.490022]
OH+SARDINIA+45171+3377+[-83.796649, 38.983232]
OH+TERRACE PARK+45174+2133+[-84.309762, 39.160155]
OH+WILLIAMSBURG+45176+5038+[-84.043167, 39.075345]
OH+WILMINGTON+45177+18361+[-83.841653, 39.448788]
OH+CINCINNATI+45202+6428+[-84.501956, 39.107225]
OH+CINCINNATI+45203+5327+[-84.525684, 39.10754]
OH+CINCINNATI+45204+11444+[-84.566794, 39.102498]
OH+CINCINNATI+45205+23052+[-84.575672, 39.110439]
OH+CINCINNATI+45206+14017+[-84.485258, 39.126916]
OH+CINCINNATI+45207+8156+[-84.470621, 39.139747]
OH+CINCINNATI+45208+19557+[-84.435474, 39.136082]
OH+CINCINNATI+45209+12082+[-84.427833, 39.151578]
OH+CINCINNATI+45210+11349+[-84.513535, 39.112579]
OH+CINCINNATI+45211+44072+[-84.596714, 39.152401]
OH+NORWOOD+45212+26737+[-84.452765, 39.162505]
OH+TAFT+45213+14333+[-84.418701, 39.182905]
OH+CINCINNATI+45214+12013+[-84.541442, 39.120642]
OH+LOCKLAND+45215+34166+[-84.457168, 39.230063]
OH+ELMWOOD PLACE+45216+10261+[-84.479232, 39.199183]
OH+SAINT BERNARD+45217+8838+[-84.497424, 39.161715]
OH+GREENHILLS+45218+4680+[-84.519608, 39.266573]
OH+CINCINNATI+45219+21619+[-84.513127, 39.127027]
OH+CINCINNATI+45220+15449+[-84.521738, 39.143183]
OH+CINCINNATI+45223+15639+[-84.547807, 39.169619]
OH+COLLEGE HILL+45224+23394+[-84.53883, 39.203079]
OH+CINCINNATI+45225+13324+[-84.553267, 39.144654]
OH+CINCINNATI+45226+5711+[-84.431194, 39.117356]
OH+MADISONVILLE+45227+21393+[-84.387211, 39.15431]
OH+CINCINNATI+45228+538+[-84.423539, 39.066448]
OH+CINCINNATI+45229+19811+[-84.489184, 39.149016]
OH+ANDERSON+45230+26856+[-84.378727, 39.080861]
OH+CINCINNATI+45231+44838+[-84.543702, 39.241827]
OH+CINCINNATI+45232+9364+[-84.514101, 39.185926]
OH+SAYLOR PARK+45233+15452+[-84.669411, 39.11928]
OH+TAFT+45236+26113+[-84.394746, 39.207302]
OH+CINCINNATI+45237+25445+[-84.457997, 39.18797]
OH+WESTERN HILLS+45238+48302+[-84.608805, 39.111667]
OH+GROESBECK+45239+27024+[-84.579225, 39.207995]
OH+PARKDALE+45240+27517+[-84.526299, 39.286424]
OH+SHARONVILLE+45241+21992+[-84.391161, 39.276745]
OH+SYCAMORE+45242+21183+[-84.359919, 39.239881]
OH+MADEIRA+45243+14999+[-84.359349, 39.187847]
OH+NEWTOWN+45244+12310+[-84.347765, 39.107091]
OH+NEWTOWN+45245+36134+[-84.277383, 39.091293]
OH+GLENDALE+45246+13861+[-84.472353, 39.28751]
OH+GROESBECK+45247+16834+[-84.631608, 39.207604]
OH+WESTWOOD+45248+20735+[-84.651535, 39.159056]
OH+SYCAMORE+45249+10312+[-84.326673, 39.275946]
OH+GROESBECK+45251+22487+[-84.587987, 39.253005]
OH+CINCINNATI+45252+3302+[-84.62832, 39.266803]
OH+ANDERSON+45255+15600+[-84.330774, 39.070642]
OH+ANNA+45302+3483+[-84.210344, 40.405105]
OH+ANSONIA+45303+2230+[-84.640642, 40.215064]
OH+CASTINE+45304+8201+[-84.53702, 39.988367]
OH+BELLBROOK+45305+8162+[-84.08245, 39.640187]
OH+BOTKINS+45306+2168+[-84.177994, 40.465897]
OH+BRADFORD+45308+6966+[-84.429288, 40.128558]
OH+BROOKVILLE+45309+11613+[-84.416464, 39.841393]
OH+CAMDEN+45311+8394+[-84.610008, 39.613391]
